,AuthorName,Comment
11132,silverback17 S,Ohhh it seems so politically correct! Yay Hollywood! Diversity! I’ll pass.
11133,Arya Asylum,"Umm, yeah. Still gonna watch it."
11134,i _ManKenntIhn,We want fucking Will Smith
11135,Romero Omar,"Subtle wokeness, I like it better than when it’s shoved down your throat and then your beaten over the head with it"
11136,Chris Wilson,Terrible casting
11137,Ini Channel,"I'm a simple person I see MCU actors, I click it"
11138,Ini Channel,@Angry Oldhead Sorry for my bad english :)
11139,Mr Matts,You should be put down as everyone else who liked your post
11140,Angry Oldhead,You see actors not characters lmao. I don’t believe thor himself is MIB Lml
11141,DeadOn Arrival,"""Men"" in Black"
11142,Nostrodumbass 8,"The MEN in black....best kept secret...""I found you""...yeah will never support this new ""agenda by whaman"". This movie is going to kill Thors career and I'm praying it tanks. Like the new Hellboy."
11143,Empire Afro Dance,So some of the Endgame cast already got new jobs😂😝
11144,Ghostdragon,In preparation of Marvel's failure because of brie Larson gotta have a back up plan.scarlet can always go to a tomb raider reboot might actually be successful.
11145,Roger,Thor and Valkyrie together.😎
11146,Pastæ The Spaggætti,"Lmao, haven't heard this song in quite a while"
11147,omgdontstealvids123,"Looks good, just why the nothing cgi character?"
11148,theblackgeno 18,Comedy and tika wa titi
11149,long yau pong,so nobody saw frank ?
11150,Pranit Wath,MIB without will smith is like Tea without tea leaves.
11151,Abhishek Kapoor,😄😄😍🔥
11152,Zena Cheong,She’s just Otis mom to me 😂😂😂
11153,Yeahoo,Where's Mjolnir?
11154,Tom Pratz,"Gee...a black female lead, this is gonna be refreshing"
11155,Big K,"Thus series honestly didn't even need a 3, but since 3 was actually decent they should've quit while they were ahead."
11156,Black Beard,Feminism is ruining everthing 😂😂
11157,Ilman Kausar,Thor got  abs again...
11158,Ronglou Lin,"How did you lose weight so fast, Thor?"
11159,R Baz,Man and Woman in Black
11160,Marcus Böetius,"MaaWiB: International trailer. 

Man and a Woman in Black: International trailer."
11161,Variety_M.N.M MENU_channel,Hi thor.​ What​ are you doing.​ Hahaha
11162,vivi44,"There was only one Agent M, and he was on the cartoon and would make a better villain then this."
11163,Ed TheStreamer,"more like ""The Revengers"""
11164,Hosoi Archives,Looks bad
11165,Ah Rul San,Wait for hishe. How-it-should-have-ended video. Put some thor ragnarok reference in it..or end game .. 😊
11166,The Motherfucker,Wormies the funny menace. That's what i liked *bout these film
11167,Dariel Lamberto,After they beat thanos and establish new asgard thor and valkryie became agent to hunt aliens to protect earth and their people
11168,idris ali,Thor man is here.
11169,International Sentimental Silicon,I so proud of Chris for being able to go back to his homeland for hundreds of year
11170,Dont mind me im just doing my business,"he finally does what his mother told him...

""eat salad"""
11171,Scottish Independence,"Yes, MIB has been compromised, by feminists. Call this what it is, FIB(feminists in black)."
11172,RM J,I mean anything a part of Hollywood is arguably compromised from the start.
11173,Jiggly Puff,Umm will this be the death of his fame? Re: Chris
11174,abhinand aabee,This is the story about The new Asgard ?😂 Yeah in this Thor look prefect (muscular)😅
11175,Luan Souza,This is Thor's part time job.
11176,Dawner Yumnam,"So, you two survived the Endgame?"
11177,Daniel Katzman,How to destroy a movie
11178,H Z,I forgot this is Sony.... Get ready for those ad placements
11179,Daniel Katzman,I didn't know woman is also a man
11180,Melissa Anderson,"Thor is a good son, he ate salad."
11181,Jeffery Francis,"I want another one with J and K. They're still alive, why sideline them? Everyone loves them."
11182,MD FAISAL ANSARI,Oo my godddddddd!!!!! daayyuuuuum!!!!!
11183,Mukesh Kumar,This movie is going to be release in india or not?? Cause i really want to see this.😍😍
11184,Mia25 Koch,I love that green little alien! XD
11185,Mia25 Koch,@RM J got me there XD but maybe they will
11186,RM J,Just joking but they might as well make them.
11187,Mia25 Koch,@RM J Really? Dope!
11188,RM J,Plush toys likely on the way.
11189,Spartan Soldier,"They know each other, shes a friend from work!"
11190,Nathany Câmara,Nice kkkkk
11191,never again,haha
11192,Wally The Walrus,Best joke from 2019
11193,SonyH25,😭😭😭😭😭😭
11194,galogalgoalgaibalaoab,@Vodds You say all of us but you really just meant me so STFU
11195,Himan Jyoti Paul,This movie was available in hindi...???
11196,Kacumoto .Kacu,"Men and Woman in Black! 'gives thumbs up'
Lol"
11197,Jomar Mandingiado,Noone mentions they are mentored by the ancient one from dr strange
11198,Petrus Meyer,PC bullshit
11199,DarthCelebrimbor,No Will Smith and Tommy Lee Jones = No MIB
11200,Labba,"Huur duur I'm a avarage comment duur, imma mention Valkyrie and Thor. Hehe I'm funny hehe."
11201,Shivam Kumar,1:42 You should have gone for the head.
11202,The weird Show,I sorry but what the hell happened to the original characters?
11203,HG,We need will Smith on end credits scene
11204,Dinesh,"Chrishermsworth
First, Ghostbusters 
Now, MIB
Next?"
11205,Tariq K.,It’s called *MEN* in Black not *BOTH GENDERS IN BLACK*
11206,Samuel Yap,"“men and WOMEN in black”


very smooth mate"
11207,Sparkes TV,Is it now
11208,Cindy Espíndola,"Mmm I don't know about this movie, specially the casting 🤔
I'll give it the benefit of doubt for now"
11209,Tanmoy Samanta,So Queen of Asgard joined MIB!!!
11210,Jean Christophe,Thor valkyrie try an stable office work world: really?
11211,Andrew Farmkid,"So, can we expect them to tease us New Asgard in this film?"
11212,Raghu Rahuvaran,SEMMA
11213,UnJot,"0:46
Joey: *IN LONDON?*"
11214,Hardik Siroha,Is it an alternate universe which was set up after Thor:Rangarok ?
11215,Yash Verma,#toomuchchrome
11216,ry jo,"Thor ... as a black agent
   Phase 5 of marvel folks"
11217,TONY STANK,Any one send me link of this song !!!
11218,Marklloyd Gonsalves,Now that is lit
11219,Annonymus GAMING,"M.W.I.B
Men and Women In Black"
11220,biggtexaz,Finally an original idea from Sony.
11221,baacn j,토르와 발키리...?
11222,Indrajeet Sisodia,So Thor and Valkyrie are fighting the Skrulls now.
11223,Surprise Pikachu face,"Im gonna watch this only because






Chris hemworth"
11224,XIIIphobos,i wonder how many incels are gonna be furious about this classic with a new female character
11225,Utmost Character,"Kumail: ""wait, are you a queen?"" 

YES SHE IS.... (OF ASGARD)"
11226,Keerthi Raajan,Dude......
11227,Condominium Wassanachotikul,spoiler !
11228,harlequin,just pop some lines between the first and second line so ppl will have to expand it
11229,Learn everything,Spoiler man
11230,Janine Luberas,Andromachi Tserki we'll i'll just act surprised lol
11231,Dr Caramel,MIB missing someone? Haha! Why are modern movies make every single protagonist special one of the kind uber-genius?
11232,Real Amigo Johnny Ch. Ch.,but agent M is still absent - ZHK #KGB
11233,Bhaskar P,"Nobody :

MARVEL :Here's another video in your recommended for you to watch.."
11234,ma$$t3r s10ma1,Im not reading any comments because might encounter sum endgame spoilers
11235,RM J,I mean just writing that comment might tempt some asshole to spoil things for you.
11236,Envy Man,thor lost some weight
11237,Chandraprakash Sahu,Chris looks good only with HAMMER.😃😂
11238,GAMOCO हिंदी,and we have the whole plot thanks... SONY
11239,Farhan Azam,HE IS SUPPOSED TO BE FAT!
11240,tan white,The Cgi is unbelievably jarring
11241,Angelo Nascimento,Where's Will Smith?
11242,Bryan Rouel,Really after end game? HAHAHAHA
11243,Dread Pirate,Thor and Valkyrie
11244,Nitesh Jadhav,Are Are Thor bhaiya ...kaisan baa
11245,Koala Bare,Plot twist idea. Liam Neeson is NOT evil.
11246,Eli,100% of the commnets- thor and val
11247,Bavan Kingdom,And your also talking about Thor and val lol
11248,Mr Matts,That's what Marvel movies do... Brainwash the normies
11249,Fazry Achmantio,"well, the asgardian finally had a job on earth"
11250,6BRENO6,Can't wait to see this 👍🏻
11251,ITsHassnain 闪 Flash,Where  dafuq is his storm breaker? 😂😂😂✌
11252,The Celtic Times,Whamen in black!
11253,Blue Leopard,Not the same with out will smith and that old guy jones
11254,Anindita Saktiaji,"Chris Hemsworth is my real body goal, i mean in the endgames..."
11255,NATE HIGGERS,Thor lost weight and got a new job after endgame
11256,Adhy Bae,It should be MIW Men In White
11257,Umesh Shiyal,Super 😉
11258,KawhiSexual,"Feminism has ruined it once again.. first Ghostbusters, now this"
11259,Gaurav Dey,Oh my God what the heck is this man in black is back
11260,SoulSlayer 16,I hope I see them in another MCU franchise.. 🙁🙁
11261,Russell Tan,Thor and Valkyrie vs the Inhuman Hive?
11262,Shotokhan,"they'll screw MIB, I feel it!"
11263,Ron Zena,"I only wanna say one thing ""Gay"""
11264,Beautiluf Music,Yeah... Liam Neeson is totally not a bad guy in disguise...
11265,Shreyas Padhy,Wait wait wait.....the 2 MIB agents who erased her parents memories look alot like will Smith and agent K
11266,Aditya Prakash,I am missing will Smith
11267,Nicholas Harker,Sooooo. It isn't men in Black anymore. tbh lil disappointed they didn't at least change the name of their going to push a main female character. Just me?
11268,Baptista Jonathan,"wait, ain't that Thor and Valkyrie??"
11269,Abishek Ethirajulu,Why is this reminds me of transformers????
11270,Thomas joseph,Why do i see a women in men in black..  okay its 2019
11271,GamingJar,"@Anthony Mukoko by your logic the Kingsman wouldn't hire females either, in the ""audition"" part of the first film there was a female candidate. Just because the name of the organization only has the word ""man"" doesn't mean it only consist of only males."
11272,Anthony Mukoko,"GamingJar In thé agency ? Yeah I guess I forgot since they werent any —‘ 
Its called « Men » in black for a reason(other Wise Hemsworth wouldnt have said men and women in this trailer)"
11273,Alexander,Thomas joseph grammar
11274,GamingJar,"Yeah, let's forget the several other female characters who are part of the MIB in the previous films."
11275,KH28 Tychoo,VALKYRIE! Your job is queen of Asgard! Why so fancy? And Thor? You lost weight!
11276,toto maurice,female female more female... ok trash
11277,straight shootah,Man this looks like an insult to the classic. They should have continued with the prequel/origin story of agent K with Josh Brolin. He was awesome in the last one.
11278,GK,Is she a Man ?
11279,TheFrizbaloid,Finally ... a movie NOBODY is clamoring to see.
11280,Sagnik Raychowdhuri,My interest is peaked now.
11281,KingRn7 King,Lexus🚗
11282,prinsa kumar yadav,Better than thor
11283,Raihan Aqila,"Why still called ""Men In Black"" when one of them is woman?"
11284,khalidbasaheh,It's looks like Thor movie's 😁😁😁
11285,fuzzy biomatter,What is this? the MIB version of the new ghostbusters?
11286,BenMoto,no
11287,Ashreya Pathak,Can't watch without Will....he was the best...
11288,James Shirk,Who ever picked the music should be fired. Everything else looks good.
11289,christian schmidt,@Jeremiah Vangas Nah...
11290,Jeremiah Vangas,christian schmidt  bad times at the the el Royale was pretty good
11291,christian schmidt,"Yes, but it's a Chris Hemsworth movie and not made from Mavel. I have high doubts that this is good. The last good movie with him (except Marvel) was Rush (2013)"
11292,Scary Sixers,OOO BABY MY FAV COMBO. It will be a hit just like Thor.
11293,Films Tale,"Endgame is best 


Am I right ?"
11294,Sunil Kumar,He's asgardian not an agent.....
11295,Prtik Chavda,Hindi mai bhi chiae...
11296,Quatr0Kant0s,more like asgardians in black XD!
11297,PANDAR chan,"Извините, что"
11298,Dhananjay Kumar,In Hindi please
11299,Aarav Singh,Thor Say It Is The Most Powerful Weapon Of Galaxy.Then Why Didn't You Use It Against Thanos?😀😀
11300,Milher Méndez,"She can find Men in Black because she is sooo smart and intelligent... a strong and independent wAmen...
But didn’t know the position of the steering wheel...
🤦🏻‍♂️
Suuuuurreeeeeee...

Yeah... another feminist logic propaganda, I mean! “movie”..."
11301,NathannBoii,"Thor: Dies in endgame

Dr Strange: *uses time stone and creates another universe*

Thor: *i wanna be an agent!*
Valkyrie: *me too!*"
11302,DestinationLyra,"@NathannBoii I genuinely forgot,,, .-."
11303,NathannBoii,DestinationLyra why didn’t ur respond? Ive been waiting lol
11304,NathannBoii,DestinationLyra its a joke. I haven’t watched endgame either :\
11305,DestinationLyra,"I know you *think* you sound cool, kid but for FUTURE reference. 
 Please don't spoil Movies on Social Media.. k thx bye! (:"
